,GB_index,Sigma,Misorientation_Index,L11,L12,L13,R11,R12,R13,L21,L22,L23,R21,R22,R23,L31,L32,L33,R31,R32,R33,t1,t2,t3,cos,disorientation,h1,k1,l1,h2,k2,l2,ytilt,ztilt,DSC11,DSC12,DSC13,DSC21,DSC22,DSC23,DSC31,DSC32,DSC33,CSL11,CSL12,CSL13,CSL21,CSL22,CSL23,CSL31,CSL32,type
138,139,11.0,9.0,3,1,0,3.0,1,0.0,2,-6,2,-2.0,6,2.0,1,-3,-10,1.0,-3,10.0,1,1,0.0,0.636363636364,50.4788,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.727272727273,-1.18181818182,-0.272727272727,-0.454545454545,1.36363636364,0.545454545455,1.54545454545,-4.63636363636,-1.45454545455,3,1,0,1,0,-1,-15,1,mixed
139,140,57.0,29.0,8,7,1,8.0,7,1.0,2,-2,-2,-2.0,2,2.0,-2,3,-5,2.0,-3,5.0,1,1,1.0,0.973684210526,13.1736,8.0,7.0,1.0,8.0,7.0,1.0,1.0,0.0,-0.859649122807,1.12280701754,0.0175438596491,1.85964912281,-2.12280701754,-0.0175438596491,-14.0,16.0,0.0,8,7,1,64,-1,-49,9,-1,tilt
140,141,19.0,30.0,8,7,1,8.0,7,-1.0,2,-2,-2,2.0,-2,2.0,-2,3,-5,2.0,-3,-5.0,1,1,1.0,0.684210526316,46.8264,8.0,7.0,1.0,8.0,7.0,1.0,1.0,0.0,0.473684210526,-0.210526315789,-1.31578947368,-0.736842105263,1.10526315789,4.15789473684,1.26315789474,-1.89473684211,-6.84210526316,6,4,0,25,-9,-4,16,-7,tilt
141,142,3.0,2.0,8,7,1,8.0,7,-1.0,2,-2,-2,-2.0,2,-2.0,-2,3,-5,-2.0,3,5.0,1,1,0.0,0.333333333333,70.5288,8.0,7.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.333333333333,0.333333333333,1.33333333333,-0.333333333333,0.333333333333,-0.666666666667,-1,-1,0,0,1,-1,1,-4,mixed
142,143,19.0,30.0,5,3,2,5.0,3,2.0,2,-2,-2,-2.0,2,2.0,-1,7,-8,1.0,-7,8.0,1,1,1.0,0.684210526316,46.8264,5.0,3.0,2.0,5.0,3.0,2.0,1.0,0.0,2.26315789474,-2.84210526316,-0.894736842105,-7.78947368421,10.5263157895,3.68421052632,17.0,-23.0,-8.0,5,3,2,25,-4,-9,23,-2,tilt
143,144,57.0,29.0,5,3,2,5.0,3,-2.0,2,-2,-2,2.0,-2,2.0,-1,7,-8,1.0,-7,-8.0,1,1,1.0,0.973684210526,13.1736,5.0,3.0,2.0,5.0,3.0,2.0,1.0,0.0,0.263157894737,-0.842105263158,1.10526315789,0.719298245614,-5.0350877193,7.75438596491,0.0175438596491,-0.122807017544,0.140350877193,7,1,0,64,-49,-1,48,-35,tilt
144,145,3.0,2.0,5,3,2,5.0,3,-2.0,2,-2,-2,-2.0,2,-2.0,-1,7,-8,-1.0,7,8.0,1,1,0.0,0.333333333333,70.5288,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,-1.0,1.0,-0.333333333333,0.333333333333,1.33333333333,-0.333333333333,0.333333333333,-0.666666666667,-1,-1,0,0,1,-1,1,-4,mixed
145,146,57.0,29.0,2,2,2,2.0,2,2.0,5,-3,-2,5.0,-2,-3.0,1,7,-8,-1.0,8,-7.0,1,1,1.0,0.973684210526,13.1736,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,-1.12280701754,-0.859649122807,-0.0175438596491,0.964912280702,-0.245614035088,-0.719298245614,-1.10526315789,0.263157894737,0.842105263158,-2,-2,-2,49,1,64,43,2,twist
146,147,19.0,30.0,2,2,2,2.0,2,2.0,5,-3,-2,-5.0,2,3.0,1,7,-8,1.0,-8,7.0,1,1,1.0,0.684210526316,46.8264,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.210526315789,0.473684210526,1.31578947368,-0.421052631579,0.0526315789474,0.368421052632,1.10526315789,-0.263157894737,-0.842105263158,2,2,2,-9,-25,-4,-2,-9,twist
147,148,29.0,11.0,10,4,0,10.0,4,0.0,0,0,2,0.0,0,-2.0,4,-10,0,-4.0,10,0.0,1,0,0.0,0.724137931034,43.6028,10.0,4.0,0.0,10.0,4.0,0.0,1.0,0.0,-0.655172413793,2.13793103448,1.0,2.55172413793,-6.37931034483,-3.0,-6.0,15.0,7.0,10,4,0,21,20,-29,13,11,tilt
148,149,61.0,31.0,11,1,0,11.0,1,0.0,0,0,2,0.0,0,-2.0,1,-11,0,-1.0,11,0.0,1,0,0.0,0.983606557377,10.3889,11.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,0.180327868852,-0.983606557377,-1.0,-0.16393442623,1.80327868852,2.0,1.0,-11.0,-12.0,11,1,0,60,11,-61,60,11,tilt
149,150,61.0,31.0,2,0,0,2.0,0,0.0,0,11,1,0.0,11,-1.0,0,-1,11,0.0,1,11.0,1,0,0.0,0.983606557377,10.3889,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.983606557377,0.180327868852,0.0,0.967213114754,-0.639344262295,0.0,-1.16393442623,0.803278688525,2,0,0,61,-11,60,51,-10,twist
150,151,65.0,32.0,11,3,0,11.0,3,0.0,0,0,2,0.0,0,-2.0,3,-11,0,-3.0,11,0.0,1,0,0.0,0.861538461538,30.5102,11.0,3.0,0.0,11.0,3.0,0.0,1.0,0.0,1.16923076923,-3.95384615385,-3.0,-13.5692307692,49.7538461538,38.0,15.0,-55.0,-42.0,11,3,0,56,33,-65,15,10,tilt
151,152,13.0,3.0,11,3,0,9.0,7,0.0,0,0,2,0.0,0,2.0,3,-11,0,7.0,-9,0.0,1,0,0.0,0.923076923077,22.6199,11.0,3.0,0.0,9.0,7.0,0.0,1.0,0.0,-0.384615384615,-0.923076923077,-1.0,0.846153846154,0.230769230769,0.0,-1.30769230769,-0.538461538462,0.0,0,0,-2,12,-5,13,7,-4,tilt
152,153,5.0,1.0,11,3,0,9.0,7,0.0,0,0,2,0.0,0,-2.0,3,-11,0,-7.0,9,0.0,1,0,0.0,0.8,36.8699,11.0,3.0,0.0,9.0,7.0,0.0,1.0,0.0,0.8,-0.6,-1.0,-0.2,0.4,1.0,1.0,-2.0,-3.0,4,2,0,3,4,-5,1,3,tilt
153,154,65.0,33.0,9,7,0,9.0,7,0.0,0,0,2,0.0,0,-2.0,7,-9,0,-7.0,9,0.0,1,0,0.0,0.969230769231,14.25,9.0,7.0,0.0,9.0,7.0,0.0,1.0,0.0,3.13846153846,-3.89230769231,-1.0,-42.8615384615,55.1076923077,14.0,49.0,-63.0,-16.0,9,7,0,16,63,-65,1,8,tilt
154,155,65.0,32.0,2,0,0,2.0,0,0.0,0,11,3,0.0,11,-3.0,0,-3,11,0.0,3,11.0,1,0,0.0,0.861538461538,30.5102,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.861538461538,0.507692307692,0.0,0.384615384615,-0.0769230769231,0.0,-1.36923076923,0.353846153846,2,0,0,65,-33,56,19,-10,twist
155,156,65.0,33.0,2,0,0,2.0,0,0.0,0,9,7,0.0,9,-7.0,0,-7,9,0.0,7,9.0,1,0,0.0,0.969230769231,14.25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.246153846154,0.969230769231,0.0,0.138461538462,0.107692307692,0.0,-1.21538461538,-0.723076923077,2,0,0,65,-63,16,9,-8,twist
156,157,33.0,34.0,8,8,2,8.0,8,2.0,1,-1,0,-1.0,1,0.0,1,1,-8,-1.0,-1,8.0,1,1,0.0,0.939393939394,20.05,8.0,8.0,2.0,8.0,8.0,2.0,1.0,0.0,-1.75757575758,1.24242424242,3.06060606061,-3.75757575758,2.24242424242,6.06060606061,5.0,-3.0,-8.0,8,8,2,-7,-40,23,-2,-7,tilt
157,158,11.0,9.0,10,4,4,8.0,8,2.0,0,1,-1,1.0,-1,0.0,-4,5,5,1.0,1,-8.0,1,1,0.0,0.636363636364,50.4788,10.0,4.0,4.0,8.0,8.0,2.0,1.0,0.0,0.0,1.0,-1.0,1.0,-3.0,4.0,-1.09090909091,3.36363636364,-4.63636363636,10,6,2,13,3,-8,6,1,tilt
158,159,3.0,2.0,10,4,4,8.0,8,2.0,0,1,-1,-1.0,1,0.0,-4,5,5,-1.0,-1,8.0,1,1,0.0,0.333333333333,70.5288,10.0,4.0,4.0,8.0,8.0,2.0,1.0,0.0,-1.33333333333,-0.333333333333,-0.333333333333,0.333333333333,-0.666666666667,0.333333333333,-1.0,1.0,0.0,-2,-2,-2,1,1,4,1,2,tilt
159,160,33.0,35.0,10,4,4,10.0,4,4.0,0,1,-1,0.0,-1,1.0,-4,5,5,4.0,-5,-5.0,1,1,0.0,0.515151515152,58.9924,10.0,4.0,4.0,10.0,4.0,4.0,1.0,0.0,1.30303030303,-1.87878787879,-0.878787878788,-0.121212121212,0.151515151515,0.151515151515,2.66666666667,-4.33333333333,-2.33333333333,10,4,4,37,28,-5,0,1,tilt
160,161,33.0,34.0,8,1,1,8.0,1,1.0,0,1,-1,0.0,-1,1.0,-2,8,8,2.0,-8,-8.0,1,1,0.0,0.939393939394,20.05,8.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,-0.757575757576,4.0303030303,3.0303030303,3.21212121212,-14.8484848485,-10.8484848485,-8.0,37.0,27.0,8,1,1,-23,-40,-7,-20,-32,tilt
161,162,11.0,9.0,8,1,1,5.0,5,4.0,0,1,-1,1.0,-1,0.0,-2,8,8,4.0,4,-10.0,1,1,0.0,0.636363636364,50.4788,8.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,-1.0,1.0,-3.0,4.0,-1.09090909091,3.36363636364,-4.63636363636,10,6,2,13,3,-8,6,1,tilt
162,163,3.0,2.0,8,1,1,5.0,5,4.0,0,1,-1,-1.0,1,0.0,-2,8,8,-4.0,-4,10.0,1,1,0.0,0.333333333333,70.5288,8.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,-1.33333333333,0.333333333333,0.333333333333,-0.333333333333,-0.666666666667,0.333333333333,-0.333333333333,1.33333333333,0.333333333333,-1,0,-1,-1,-1,0,-4,1,tilt
163,164,33.0,35.0,5,5,4,5.0,5,4.0,1,-1,0,-1.0,1,0.0,4,4,-10,-4.0,-4,10.0,1,1,0.0,0.515151515152,58.9924,5.0,5.0,4.0,5.0,5.0,4.0,1.0,0.0,-0.848484848485,0.151515151515,1.12121212121,-5.42424242424,0.575757575758,6.06060606061,9.0,-1.0,-10.0,5,5,4,-4,-15,-1,6,4,tilt
164,165,33.0,34.0,1,1,0,1.0,1,0.0,1,-1,8,1.0,-1,-8.0,8,-8,-2,-8.0,8,-2.0,1,1,0.0,0.939393939394,20.05,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.727272727273,-0.272727272727,1.18181818182,-0.181818181818,0.181818181818,0.545454545455,0.151515151515,-0.151515151515,-0.787878787879,-1,-1,0,8,3,-13,5,-2,twist
165,166,33.0,35.0,1,1,0,1.0,1,0.0,5,-5,4,5.0,-5,-4.0,4,-4,-10,-4.0,4,-10.0,1,1,0.0,0.515151515152,58.9924,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.363636363636,-1.36363636364,0.0909090909091,0.151515151515,-0.151515151515,0.121212121212,-0.575757575758,0.575757575758,-0.0606060606061,-1,-1,0,-4,15,-1,-3,7,twist
166,167,35.0,36.0,10,6,2,10.0,6,2.0,0,1,-3,0.0,-1,3.0,-2,3,1,2.0,-3,-1.0,2,1,1.0,0.828571428571,34.0477,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.428571428571,1.34285714286,0.114285714286,1.85714285714,-3.08571428571,-0.0285714285714,-3.0,5.0,0.0,10,6,2,25,36,-23,8,13,tilt
167,168,7.0,8.0,10,6,2,10.0,6,-2.0,0,1,-3,0.0,1,3.0,-2,3,1,2.0,-3,1.0,1,1,1.0,0.785714285714,38.2132,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.428571428571,-1.14285714286,-0.714285714286,0.285714285714,-0.428571428571,-0.142857142857,-3.42857142857,5.14285714286,3.71428571429,-6,-4,0,-1,-9,4,-2,-7,mixed
168,169,5.0,1.0,10,6,2,10.0,6,-2.0,0,1,-3,0.0,-1,-3.0,-2,3,1,-2.0,3,-1.0,1,0,0.0,0.8,36.8699,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,1.0,0.8,0.6,0.0,0.6,0.2,0.0,-1.4,0.2,2,0,0,5,-3,4,3,-2,mixed
169,170,35.0,36.0,3,2,1,3.0,2,-1.0,1,0,-3,1.0,0,3.0,-6,10,-2,6.0,-10,-2.0,2,1,1.0,0.828571428571,34.0477,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.4,-2.0,-0.2,0.171428571429,-0.285714285714,0.0571428571429,1.97142857143,-3.28571428571,-0.342857142857,5,3,0,23,20,-39,21,19,mixed
170,171,5.0,1.0,3,2,1,3.0,2,-1.0,1,0,-3,-1.0,0,-3.0,-6,10,-2,-6.0,10,2.0,1,0,0.0,0.8,36.8699,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.8,-1.0,-0.6,0.6,0.0,0.2,-1.4,0.0,0.2,0,-2,0,1,0,7,0,1,mixed
171,172,35.0,36.0,3,1,0,3.0,1,0.0,1,-3,2,1.0,-3,-2.0,2,-6,-10,-2.0,6,-10.0,2,1,1.0,0.828571428571,34.0477,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.114285714286,-1.34285714286,0.428571428571,0.342857142857,-1.02857142857,0.285714285714,-1.57142857143,4.71428571429,-1.14285714286,-3,-1,0,-23,-36,-25,-9,-13,mixed
172,173,7.0,8.0,3,1,0,3.0,1,0.0,1,-3,2,-1.0,3,2.0,2,-6,-10,2.0,-6,10.0,1,1,1.0,0.785714285714,38.2132,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.714285714286,-1.14285714286,0.428571428571,0.142857142857,-0.428571428571,0.285714285714,1.57142857143,-4.71428571429,1.14285714286,3,1,0,8,-3,-5,1,-1,mixed
173,174,15.0,4.0,10,6,2,10.0,6,2.0,0,3,-9,5.0,-8,-1.0,-6,9,3,1.0,2,-11.0,2,1,0.0,0.666666666667,48.1897,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.333333333333,0.533333333333,-1.26666666667,0.0,-0.2,0.6,0.333333333333,1.33333333333,-5.66666666667,10,6,2,20,-1,-7,3,-1,mixed
174,175,21.0,20.0,10,6,2,10.0,6,2.0,0,3,-9,-5.0,8,1.0,-6,9,3,-1.0,-2,11.0,2,1,0.0,0.52380952381,58.4119,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.238095238095,0.190476190476,-1.38095238095,0.238095238095,0.809523809524,-3.61904761905,-0.333333333333,-1.33333333333,5.66666666667,-10,-6,-2,-8,-23,-17,-7,-17,mixed
175,176,105.0,37.0,10,6,2,10.0,6,-2.0,0,3,-9,5.0,-8,1.0,-6,9,3,-1.0,-2,-11.0,2,1,1.0,-0.828571428571,145.952,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.666666666667,1.66666666667,-1.66666666667,3.0,-6.6,6.8,-11.9523809524,26.2952380952,-27.1238095238,11,5,0,40,-11,-27,-10,-6,tilt
176,177,3.0,2.0,10,6,2,10.0,6,-2.0,0,3,-9,-5.0,8,-1.0,-6,9,3,1.0,2,11.0,1,1,0.0,0.333333333333,70.5288,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
177,178,3.0,2.0,10,6,2,10.0,6,-2.0,0,3,-9,5.0,-7,4.0,-6,9,3,1.0,-5,-10.0,1,1,0.0,0.333333333333,70.5288,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,1.0,-1.0,0.0,0.333333333333,-0.666666666667,0.333333333333,1.66666666667,-3.33333333333,-0.333333333333,4,2,0,1,0,-1,-4,-1,mixed
178,179,105.0,38.0,10,6,2,10.0,6,-2.0,0,3,-9,-5.0,7,-4.0,-6,9,3,-1.0,5,10.0,2,1,1.0,0.542857142857,57.1217,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.571428571429,-0.657142857143,1.11428571429,2.80952380952,-2.24761904762,4.69523809524,-6.09523809524,4.87619047619,-10.1523809524,-8,-10,0,5,24,43,-2,1,tilt
179,180,63.0,39.0,10,6,2,10.0,6,-2.0,5,-8,-1,5.0,-8,1.0,1,2,-11,-1.0,-2,-11.0,2,1,0.0,0.920634920635,22.9809,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.952380952381,0.904761904762,0.52380952381,0.444444444444,0.888888888889,1.11111111111,-0.746031746032,-1.49206349206,-1.79365079365,4,-2,0,17,-8,23,16,-9,mixed
180,181,45.0,22.0,10,6,2,10.0,6,-2.0,5,-8,-1,-5.0,8,-1.0,1,2,-11,1.0,2,11.0,2,2,1.0,-0.6,126.87,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,1.66666666667,-2.86666666667,-1.73333333333,0.111111111111,-0.177777777778,-0.0222222222222,-2.55555555556,4.08888888889,2.51111111111,-16,-10,0,-5,-16,13,12,1,mixed
181,182,315.0,40.0,10,6,2,10.0,6,2.0,5,-8,-1,5.0,-7,-4.0,1,2,-11,-1.0,5,-10.0,5,3,1.0,0.944444444444,19.1881,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.904761904762,0.990476190476,-0.447619047619,-2.09523809524,4.00952380952,-1.55238095238,2.55555555556,-4.88888888889,1.88888888889,-10,-6,-2,-260,-79,-353,-77,-24,twist
182,183,9.0,6.0,10,6,2,10.0,6,2.0,5,-8,-1,-5.0,7,4.0,1,2,-11,1.0,-5,10.0,1,1,0.0,0.777777777778,38.9424,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.333333333333,1.33333333333,-0.333333333333,0.777777777778,-1.44444444444,0.444444444444,-2.55555555556,4.88888888889,-1.88888888889,10,6,2,8,7,-7,5,5,mixed
183,184,63.0,41.0,10,6,2,10.0,6,-2.0,5,-7,-4,5.0,-7,4.0,-1,5,-10,1.0,-5,-10.0,2,1,0.0,-0.984126984127,169.778,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.238095238095,-0.190476190476,1.38095238095,-0.190476190476,0.952380952381,-3.90476190476,0.365079365079,-1.8253968254,7.65079365079,5,1,0,8,-5,3,20,0,mixed
184,185,45.0,21.0,10,6,2,10.0,6,-2.0,5,-7,-4,-5.0,7,-4.0,-1,5,-10,-1.0,5,10.0,2,2,1.0,0.6,53.1301,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-1.0,1.2,3.4,-10.1111111111,14.1555555556,38.0888888889,10.7777777778,-15.0888888889,-40.6222222222,-7,-5,0,0,-7,1,-11,-9,mixed
185,186,15.0,4.0,11,2,1,3.0,2,1.0,1,-8,5,3.0,0,-9.0,2,-6,-10,-6.0,10,-2.0,2,1,0.0,0.666666666667,48.1897,11.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.8,-0.6,1.0,-0.2,-0.4,1.0,0.0666666666667,0.466666666667,-0.666666666667,-6,-2,-2,-13,-16,-5,-4,-3,mixed
186,187,105.0,37.0,11,2,1,3.0,2,1.0,1,-8,5,-3.0,0,9.0,2,-6,-10,6.0,-10,2.0,2,1,1.0,-0.828571428571,145.952,11.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.86666666667,-1.93333333333,4.33333333333,-1.79047619048,2.0380952381,-4.38095238095,4.82857142857,-5.48571428571,11.8571428571,7,4,-1,27,-11,40,11,-8,mixed
187,188,21.0,20.0,11,2,1,3.0,2,-1.0,1,-8,5,3.0,0,9.0,2,-6,-10,6.0,-10,-2.0,2,1,0.0,0.52380952381,58.4119,11.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.190476190476,0.238095238095,-1.38095238095,0.380952380952,-0.47619047619,0.761904761905,-0.238095238095,0.047619047619,-0.47619047619,4,0,-2,4,-5,29,1,-3,mixed
188,189,3.0,2.0,11,2,1,3.0,2,-1.0,1,-8,5,-3.0,0,-9.0,2,-6,-10,-6.0,10,2.0,1,1,0.0,0.333333333333,70.5288,11.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.333333333333,-0.333333333333,1.33333333333,0.0,0.0,2.0,-0.333333333333,0.666666666667,-3.66666666667,-4,-2,0,-1,-4,1,-2,-3,mixed
189,190,63.0,39.0,11,2,1,11.0,2,1.0,1,-8,5,-1.0,8,-5.0,2,-6,-10,-2.0,6,10.0,2,1,0.0,0.920634920635,22.9809,11.0,2.0,1.0,11.0,2.0,1.0,0.0,0.0,-0.825396825397,3.03174603175,4.01587301587,-0.365079365079,1.20634920635,1.60317460317,3.0,-10.0,-13.0,11,2,1,-4,-9,-1,-12,4,tilt
190,191,35.0,36.0,11,2,1,11.0,2,-1.0,1,-8,5,1.0,-8,-5.0,2,-6,-10,-2.0,6,-10.0,2,1,1.0,0.828571428571,34.0477,11.0,2.0,1.0,11.0,2.0,1.0,0.0,0.0,0.114285714286,-1.34285714286,0.428571428571,0.342857142857,-1.02857142857,0.285714285714,-1.57142857143,4.71428571429,-1.14285714286,-3,-1,0,-23,-36,-25,-9,-13,mixed
191,192,45.0,22.0,11,2,1,11.0,2,-1.0,1,-8,5,-1.0,8,5.0,2,-6,-10,2.0,-6,10.0,2,2,1.0,-0.6,126.87,11.0,2.0,1.0,11.0,2.0,1.0,0.0,0.0,0.288888888889,-1.31111111111,0.444444444444,-0.711111111111,5.68888888889,-1.55555555556,1.44444444444,-11.5555555556,3.22222222222,16,2,0,49,-32,-25,30,-25,mixed
192,193,9.0,6.0,11,2,1,10.0,5,1.0,1,-8,5,4.0,-7,-5.0,2,-6,-10,-2.0,6,-10.0,1,1,0.0,0.777777777778,38.9424,11.0,2.0,1.0,10.0,5.0,1.0,0.0,0.0,-0.333333333333,-1.33333333333,0.333333333333,0.111111111111,-0.888888888889,0.555555555556,-0.222222222222,0.777777777778,-0.111111111111,-6,-2,-2,-7,-7,-8,-6,-5,mixed
193,194,7.0,8.0,11,2,1,10.0,5,1.0,1,-8,5,-4.0,7,5.0,2,-6,-10,2.0,-6,10.0,1,1,1.0,0.785714285714,38.2132,11.0,2.0,1.0,10.0,5.0,1.0,0.0,0.0,0.714285714286,-1.14285714286,0.428571428571,0.142857142857,-0.428571428571,0.285714285714,1.57142857143,-4.71428571429,1.14285714286,3,1,0,8,-3,-5,1,-1,mixed
194,195,315.0,40.0,11,2,1,10.0,5,-1.0,1,-8,5,4.0,-7,5.0,2,-6,-10,2.0,-6,-10.0,5,3,1.0,0.944444444444,19.1881,11.0,2.0,1.0,10.0,5.0,1.0,0.0,1.0,-1.21904761905,-0.67619047619,-0.238095238095,0.479365079365,0.450793650794,-0.174603174603,-0.555555555556,-0.555555555556,0.222222222222,2,-6,-10,-31,-292,-335,-21,-187,tilt
195,196,5.0,1.0,11,2,1,10.0,5,-1.0,1,-8,5,-4.0,7,-5.0,2,-6,-10,-2.0,6,10.0,1,0,0.0,0.8,36.8699,11.0,2.0,1.0,10.0,5.0,1.0,0.0,0.0,0.6,-0.8,-1.0,-0.4,1.2,2.0,1.0,-3.0,-4.0,3,1,0,4,3,-5,1,2,mixed
196,197,15.0,4.0,10,5,1,3.0,2,1.0,4,-7,-5,3.0,0,-9.0,-2,6,-10,-6.0,10,-2.0,2,1,0.0,0.666666666667,48.1897,10.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,-0.2,-1.4,0.0,0.2,-0.6,0.0,-0.866666666667,2.26666666667,0.333333333333,-6,-2,-2,-4,-3,-5,-7,-4,mixed
197,198,105.0,38.0,10,5,1,3.0,2,1.0,4,-7,-5,-3.0,0,9.0,-2,6,-10,6.0,-10,2.0,2,1,1.0,0.542857142857,57.1217,10.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,1.47619047619,-2.7619047619,2.04761904762,-11.0952380952,21.9523809524,-15.8095238095,25.4571428571,-50.3714285714,36.2857142857,11,7,2,116,37,-85,95,30,mixed
198,199,21.0,20.0,10,5,1,3.0,2,-1.0,4,-7,-5,3.0,0,9.0,-2,6,-10,6.0,-10,-2.0,2,1,0.0,0.52380952381,58.4119,10.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.809523809524,-1.09523809524,0.380952380952,0.238095238095,-0.380952380952,0.52380952381,0.380952380952,-0.809523809524,0.238095238095,14,6,-2,2,-5,5,-9,-3,tilt
199,200,3.0,2.0,10,5,1,3.0,2,-1.0,4,-7,-5,-3.0,0,-9.0,-2,6,-10,-6.0,10,2.0,1,1,0.0,0.333333333333,70.5288,10.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
200,201,63.0,41.0,10,5,1,10.0,5,1.0,4,-7,-5,-4.0,7,5.0,-2,6,-10,2.0,-6,10.0,2,1,0.0,-0.984126984127,169.778,10.0,5.0,1.0,10.0,5.0,1.0,0.0,0.0,1.15873015873,-1.92063492063,-0.984126984127,-3.46031746032,6.26984126984,3.25396825397,16.0,-29.0,-15.0,10,5,1,13,-88,-5,11,-84,tilt
201,202,35.0,36.0,10,5,1,10.0,5,-1.0,4,-7,-5,4.0,-7,5.0,-2,6,-10,2.0,-6,-10.0,2,1,1.0,0.828571428571,34.0477,10.0,5.0,1.0,10.0,5.0,1.0,0.0,0.0,0.457142857143,-0.371428571429,1.28571428571,-0.0571428571429,0.171428571429,-0.285714285714,0.714285714286,-2.14285714286,4.57142857143,3,1,0,43,-24,5,21,-13,mixed
202,203,45.0,21.0,10,5,1,10.0,5,-1.0,4,-7,-5,-4.0,7,-5.0,-2,6,-10,-2.0,6,10.0,2,2,1.0,0.6,53.1301,10.0,5.0,1.0,10.0,5.0,1.0,0.0,0.0,-0.155555555556,0.0222222222222,2.44444444444,-0.177777777778,0.311111111111,10.2222222222,0.444444444444,-0.777777777778,-26.5555555556,-14,-8,0,-1,-7,0,-46,-27,mixed
203,204,35.0,36.0,8,5,1,8.0,5,-1.0,2,-1,-11,2.0,-1,11.0,-6,10,-2,6.0,-10,-2.0,2,1,1.0,0.828571428571,34.0477,8.0,5.0,1.0,8.0,5.0,1.0,0.0,0.0,1.4,-2.0,-0.2,0.171428571429,-0.285714285714,0.0571428571429,1.97142857143,-3.28571428571,-0.342857142857,5,3,0,23,20,-39,21,19,mixed
204,205,63.0,39.0,8,5,1,8.0,5,-1.0,2,-1,-11,-2.0,1,-11.0,-6,10,-2,-6.0,10,2.0,2,1,0.0,0.920634920635,22.9809,8.0,5.0,1.0,8.0,5.0,1.0,0.0,0.0,-0.587301587302,-0.206349206349,-1.26984126984,-0.190476190476,0.0952380952381,-0.952380952381,0.793650793651,-0.396825396825,3.63492063492,-2,-4,0,37,13,80,19,6,mixed
205,206,315.0,40.0,8,5,1,7.0,5,4.0,2,-1,-11,5.0,1,-10.0,-6,10,-2,-6.0,10,-2.0,5,3,1.0,0.944444444444,19.1881,8.0,5.0,1.0,7.0,5.0,4.0,0.0,1.0,0.990476190476,0.904761904762,-0.447619047619,0.450793650794,0.174603174603,-0.479365079365,-0.555555555556,-0.222222222222,0.555555555556,-6,10,-2,-181,140,-17,-19,3,tilt
